"","Site","Context","Pit","Layer","No.","Position","New_Layer","Part","Weight","H_Rim","Hight","Thick1_Rim","Thick2_Rim","Thick1_Neck","Thick2_Neck","Thick1_Body","Thick2_Body","Diameter1_Rim","Diameter2_Rim","Diameter1_Neck","Diameter2_Neck","Diameter1_Body","Diameter2_Body","rim_form","紋飾/口緣","紋飾/腹片","紋飾/其他","特殊記載","紋飾特色","temper","texture","abundence","fireing core","sherd texture","curventure","緣內抹修","內頸","備註","出土說明","腹部","Grid","phase","layer2","filename"
"258","KWL","P","P083","L1","196","B","2","pot or steamer","74","17","82+","3","2.5","3","3.6",2.2,"2.1","108",NA,"102",NA,"160",NA,"平圓唇,口直而短","平行紋","直行紋.菱格紋.平行紋.菱格紋","繫痕細多平直,部分深",NA,NA,"sand","fine","medium","4","fine","7",NA,"圓弧角","內外佈煙炱痕,口緣內外也有,內集中上口,內肩指壓痕明顯,內腹一處露胎",NA,"推測","AT6P-2","ch-con","01","P08301196"
"259","KWL","P","P083","L1","412","D","2","pot or steamer","92","20","71+","4.2","3.6","5.5","5.0999999999999996",2,"2.1","120",NA,"109",NA,"165",NA,"平唇厚,缺下腹及底","編織紋","豎折線紋,菱格紋","繫痕細多平直",NA,"紋飾深且清楚,菱格小,折線細","sand","fine","medium","1","fine","6.5",NA,"圓弧","內外腹煙炱痕,外口緣稍有,未燒透,內腹較不平",NA,"推測","AT6P-2","ch-con","01","P08301412"
"260","KWL","P","P084","L2","166","A","3","rim","41.5","17.5","33+","3.7","3","3.8","4.2",NA,NA,"118",115,"99, 101",101,NA,NA,"平唇, 缺下腹及底","菱格紋","木梯紋","繫痕",NA,"菱格小","sand","fine","medium","1","fine","na",NA,"圓弧角",NA,NA,"無","AT6P-1AD","post-e","02","P08402166"
"261","KWL","P","P084","L2","166","A","3","rim","41.5","17.5","33+","3.7","3","3.8","4.2",NA,NA,"118",115,"99, 101",101,NA,NA,"平唇, 缺下腹及底","菱格紋","木梯紋","繫痕",NA,"菱格小","sand","fine","medium","1","fine","na",NA,"圓弧角",NA,NA,"無","AT6P-1BC","post-e","02","P08402166"
"262","KWL","P","P084","L2","167","A","3","pot","51.5","18","88+","2","1.8","3.2","3.3",2.5,"2.5","107",NA,"98",NA,"105",114,"平唇,器小且薄","菱格紋","直行紋.折線紋.直行紋.折線紋.直行紋.平行紋","繫痕細多",NA,"紋飾間距短,近口緣有明顯繫痕","sand","fine","medium","1,2","fine","10.5",NA,"折角","無燒煮使用痕,頸折處帶一穿約直徑1.3mm",NA,"推測","AT6P-1AD","post-e","02","P08402167"
"263","KWL","P","P084","L2","167","A","3","pot","51.5","18","88+","2","1.8","3.2","3.3",2.5,"2.5","107",NA,"98",NA,"105",114,"平唇,器小且薄","菱格紋","直行紋.折線紋.直行紋.折線紋.直行紋.平行紋","繫痕細多",NA,"紋飾間距短,近口緣有明顯繫痕","sand","fine","medium","1,2","fine","10.5",NA,"折角","無燒煮使用痕,頸折處帶一穿約直徑1.3mm",NA,"推測","AT6P-1BC","post-e","02","P08402167"
"264","KWL","P","P084","L2","226","B","3","rim","136.5","35","42+","6.2","4.8","6.5","7.3",NA,NA,"163",NA,"129",NA,NA,NA,"平唇,器厚,缺腹底,製作良好","菱格紋","na","繫痕",NA,"紋飾模糊","sand","fine","medium","1","fine","na",NA,"圓弧","整器應相當大",NA,"無","AT6P-1AD","post-e","02","P08402226"
"265","KWL","P","P084","L2","226","B","3","rim","136.5","35","42+","6.2","4.8","6.5","7.3",NA,NA,"163",NA,"129",NA,NA,NA,"平唇,器厚,缺腹底,製作良好","菱格紋","na","繫痕",NA,"紋飾模糊","sand","fine","medium","1","fine","na",NA,"圓弧","整器應相當大",NA,"無","AT6P-1BC","post-e","02","P08402226"
"266","KWL","P","P084","L2","498","C","3","pot or steamer","106","21","107+","4.2","3.3","5.5","5",3.5,"3.4","118",119,"102, 103",103,"160",NA,"平唇,缺底","平行紋","木梯紋.平行紋.木梯紋.平行紋.菱格紋","繫痕細多",NA,"木梯紋部分壓印成正方格梯狀","sand","fine","sparse","4","fine","6.85","有","圓弧","內外佈煙炱痕,內腹指壓痕明顯,口內外亦有,上腹有二處露胎",NA,"推測","AT6P-1AD","post-e","02","P08402498"
"267","KWL","P","P084","L2","498","C","3","pot or steamer","106","21","107+","4.2","3.3","5.5","5",3.5,"3.4","118",119,"102, 103",103,"160",NA,"平唇,缺底","平行紋","木梯紋.平行紋.木梯紋.平行紋.菱格紋","繫痕細多",NA,"木梯紋部分壓印成正方格梯狀","sand","fine","sparse","4","fine","6.85","有","圓弧","內外佈煙炱痕,內腹指壓痕明顯,口內外亦有,上腹有二處露胎",NA,"推測","AT6P-1BC","post-e","02","P08402498"
"268","KWL","P","P084","L2","676","D","3","pot","158","18","121+","3","4","5","5.3",2.7,"2.9","116",NA,"104",NA,"150",NA,"平圓唇,口微歛","平行紋","直行紋.菱格紋.平行紋.菱格紋","繫痕",NA,"紋飾清楚, 底模糊","sand","fine","sparse","1,4","fine","9.35",NA,"圓弧","內外佈煙炱痕,口緣內外也有,內腹指壓痕明顯,口部也有指壓痕,外肩土溢",NA,"推測","AT6P-1AD","post-e","02","P08402676"
"269","KWL","P","P084","L2","676","D","3","pot","158","18","121+","3","4","5","5.3",2.7,"2.9","116",NA,"104",NA,"150",NA,"平圓唇,口微歛","平行紋","直行紋.菱格紋.平行紋.菱格紋","繫痕",NA,"紋飾清楚, 底模糊","sand","fine","sparse","1,4","fine","9.35",NA,"圓弧","內外佈煙炱痕,口緣內外也有,內腹指壓痕明顯,口部也有指壓痕,外肩土溢",NA,"推測","AT6P-1BC","post-e","02","P08402676"
"270","KWL","P","P085","L2","210","B","3","pot or steamer","106","17","80+","4.2","3.7","4","3.6",3.2,"2.6","107",NA,"102",NA,"155",NA,"平唇,缺下腹及底","直行紋","豎折線紋.橫菱格紋.豎折線紋.橫菱格紋","繫痕多且整齊平整約2mm",NA,"紋飾細緻","sand","fine","sparse","4","fine","na",NA,"圓弧","內外佈煙炱痕,質地較硬,部分色黑,外口緣煙炱痕集中上口",NA,"推測","AT6P0ABD","post-e","02","P08502210"
"271","KWL","P","P085","L2","210","B","3","pot or steamer","106","17","80+","4.2","3.7","4","3.6",3.2,"2.6","107",NA,"102",NA,"155",NA,"平唇,缺下腹及底","直行紋","豎折線紋.橫菱格紋.豎折線紋.橫菱格紋","繫痕多且整齊平整約2mm",NA,"紋飾細緻","sand","fine","sparse","4","fine","na",NA,"圓弧","內外佈煙炱痕,質地較硬,部分色黑,外口緣煙炱痕集中上口",NA,"推測","AT6P0C","post-e","02","P08502210"
"272","KWL","P","P085","L3","195","C","4","pot or steamer","60.5","30.5","78+","3.1","2.8","5.2","5.2",3,NA,"114",NA,"102",NA,"160+",NA,"平唇,口高,缺下腹及底","菱格紋","折線紋","繫痕多但不集中",NA,"兩群折線,似上下顛倒組合","sand","fine","sparse","口1, 腹4","fine","na",NA,"圓弧","內外略煙炱痕,口緣內外稍有",NA,"推測","AT6P0ABD","pre-e","03","P08503195"
"273","KWL","P","P085","L3","195","C","4","pot or steamer","60.5","30.5","78+","3.1","2.8","5.2","5.2",3,NA,"114",NA,"102",NA,"160+",NA,"平唇,口高,缺下腹及底","菱格紋","折線紋","繫痕多但不集中",NA,"兩群折線,似上下顛倒組合","sand","fine","sparse","口1, 腹4","fine","na",NA,"圓弧","內外略煙炱痕,口緣內外稍有",NA,"推測","AT6P0C","pre-e","03","P08503195"
"274","KWL","P","P085","L4","007","B","5","pot","63","19.5","116+","2.7","2.2000000000000002","4.3","4.3",2,"1.5","112",NA,"88",NA,"128",NA,"平唇外翻,外口微土溢,器薄","波浪紋/折線紋","折線紋.直行紋.折線紋.直行紋","繫痕細多",NA,"紋飾清楚, 部分波浪彎","sand","fine","medium","1,5","fine","10.199999999999999",NA,"圓弧","無燒煮使用痕,內腹指壓痕明顯,泥質",NA,"推測","AT6P0ABD","pre-e","04","P08504007"
"275","KWL","P","P085","L4","007","B","5","pot","63","19.5","116+","2.7","2.2000000000000002","4.3","4.3",2,"1.5","112",NA,"88",NA,"128",NA,"平唇外翻,外口微土溢,器薄","波浪紋/折線紋","折線紋.直行紋.折線紋.直行紋","繫痕細多",NA,"紋飾清楚, 部分波浪彎","sand","fine","medium","1,5","fine","10.199999999999999",NA,"圓弧","無燒煮使用痕,內腹指壓痕明顯,泥質",NA,"推測","AT6P0C","pre-e","04","P08504007"
"276","KWL","P","P085","L4","013","B","5","pot or steamer","114","23","79+","2.8","2.2000000000000002","4.5","5.5",2.6,"2.2999999999999998","115",116,"103",110,"154",150,"平唇,外口微土溢,器薄,缺底","菱格紋","直行紋.豎折線紋.直行紋.豎折線紋","繫痕細多","折線痕先\\後//,交錯似M, 痕粗淺","紋飾拍印痕跡新,似甫完成,頸部似有縱向深壓痕一道","sand","fine","medium","4","fine","na",NA,"抹平","無燒煮使用痕,口二層,有特殊記載,內腹指壓痕明顯",NA,"推測","AT6P0ABD","pre-e","04","P08504013"
"277","KWL","P","P085","L4","013","B","5","pot or steamer","114","23","79+","2.8","2.2000000000000002","4.5","5.5",2.6,"2.2999999999999998","115",116,"103",110,"154",150,"平唇,外口微土溢,器薄,缺底","菱格紋","直行紋.豎折線紋.直行紋.豎折線紋","繫痕細多","折線痕先\\後//,交錯似M, 痕粗淺","紋飾拍印痕跡新,似甫完成,頸部似有縱向深壓痕一道","sand","fine","medium","4","fine","na",NA,"抹平","無燒煮使用痕,口二層,有特殊記載,內腹指壓痕明顯",NA,"推測","AT6P0C","pre-e","04","P08504013"
"278","KWL","P","P085","L4","023","B","5","pot","144","18","110+","3","2.5","5","4.8",2,"2.2999999999999998","120",NA,"105",NA,"152",NA,"平唇外翻折.外口微土溢","波浪紋/折線紋","折線紋.線狀菱形紋.折線紋.線狀菱形紋","繫痕細多",NA,"菱形紋似許多斜平行紋組成","sand","fine","medium","1,4","fine","8.5","稍微","圓弧","外略佈煙炱痕.內腹指壓痕明顯,部分砂粗",NA,"推測","AT6P0ABD","pre-e","04","P08504023"
"279","KWL","P","P085","L4","023","B","5","pot","144","18","110+","3","2.5","5","4.8",2,"2.2999999999999998","120",NA,"105",NA,"152",NA,"平唇外翻折.外口微土溢","波浪紋/折線紋","折線紋.線狀菱形紋.折線紋.線狀菱形紋","繫痕細多",NA,"菱形紋似許多斜平行紋組成","sand","fine","medium","1,4","fine","8.5","稍微","圓弧","外略佈煙炱痕.內腹指壓痕明顯,部分砂粗",NA,"推測","AT6P0C","pre-e","04","P08504023"
"280","KWL","P","P085","L5","297","D","6","pot","81.5","27","151+","2.5","1.8","5","4.4000000000000004",1.5,"2.4","130",NA,"105",NA,"165",NA,"平唇外翻折,器身較長且薄","菱形圓點紋","折線紋.直行紋.折線紋.直行紋","繫痕粗淺,約3.5mm",NA,"口部特殊紋飾","sand","fine","sparse","1","fine","6.5",NA,"稍抹平","內外佈煙炱痕,外口稍有,口二層,未燒透","灰坑1","推測","AT6P0ABD","pre-e","05","P08505297"
"281","KWL","P","P085","L5","297","D","6","pot","81.5","27","151+","2.5","1.8","5","4.4000000000000004",1.5,"2.4","130",NA,"105",NA,"165",NA,"平唇外翻折,器身較長且薄","菱形圓點紋","折線紋.直行紋.折線紋.直行紋","繫痕粗淺,約3.5mm",NA,"口部特殊紋飾","sand","fine","sparse","1","fine","6.5",NA,"稍抹平","內外佈煙炱痕,外口稍有,口二層,未燒透","灰坑1","推測","AT6P0C","pre-e","05","P08505297"
"282","KWL","P","P085","L5","331","D","6","pot or steamer","174","23","117+","1.5","2.5","5","3.5",2,"1.8","121.5",117,"104",95,"151",147,"平唇外翻折,器較薄","平行紋","平行紋.折線紋","繫痕似繩紋",NA,NA,"sand","fine","sparse","1,4","fine","9",NA,"稍抹平","內外腹煙炱痕,內外口緣稍有",NA,"有腹圍","AT6P0ABD","pre-e","05","P08505331"
"283","KWL","P","P085","L5","331","D","6","pot or steamer","174","23","117+","1.5","2.5","5","3.5",2,"1.8","121.5",117,"104",95,"151",147,"平唇外翻折,器較薄","平行紋","平行紋.折線紋","繫痕似繩紋",NA,NA,"sand","fine","sparse","1,4","fine","9",NA,"稍抹平","內外腹煙炱痕,內外口緣稍有",NA,"有腹圍","AT6P0C","pre-e","05","P08505331"
"284","KWL","P","P085","L5","494","D","6","rim","109","24","80+","2.5","2","4","3.4",1.5,NA,"155",NA,"136",NA,"205+",NA,"平唇外翻折,口大,器身大,缺腹及底","直行紋","直行紋.折線紋.直行紋","繫痕",NA,"口部紋飾模糊","sand","coarse","abundent","1","fine","na",NA,"稍抹平","質地軟,夾砂顆粒粗而明顯",NA,"腹圍不足","AT6P0ABD","pre-e","05","P08505494"
"285","KWL","P","P085","L5","494","D","6","rim","109","24","80+","2.5","2","4","3.4",1.5,NA,"155",NA,"136",NA,"205+",NA,"平唇外翻折,口大,器身大,缺腹及底","直行紋","直行紋.折線紋.直行紋","繫痕",NA,"口部紋飾模糊","sand","coarse","abundent","1","fine","na",NA,"稍抹平","質地軟,夾砂顆粒粗而明顯",NA,"腹圍不足","AT6P0C","pre-e","05","P08505494"
"286","KWL","P","P085","L5","783","D","6","pot or steamer","110.5","19","109+","2.5","1.9","3.8","3.1",2.8,"2.1","112",NA,"100",NA,"148",NA,"平唇外翻折,缺底","波浪紋/折線紋","折線紋","繫痕細多,成2.5mm",NA,"腹僅見折線","sand","fine","sparse","1,5","fine","8.1","有",NA,"內外佈煙炱痕,內外緣稍有,泥質,質地硬",NA,"推測","AT6P0ABD","pre-e","05","P08505783"
"287","KWL","P","P085","L5","783","D","6","pot or steamer","110.5","19","109+","2.5","1.9","3.8","3.1",2.8,"2.1","112",NA,"100",NA,"148",NA,"平唇外翻折,缺底","波浪紋/折線紋","折線紋","繫痕細多,成2.5mm",NA,"腹僅見折線","sand","fine","sparse","1,5","fine","8.1","有",NA,"內外佈煙炱痕,內外緣稍有,泥質,質地硬",NA,"推測","AT6P0C","pre-e","05","P08505783"
"288","KWL","P","P085","L5","796","D","6","pot","257.5","18","129","2.5","2","3.5","4",2.2,"1.6","119",116,"106",103,"149",148,"平唇外翻折,全形可復原","平行紋","平行紋.折線紋","繫痕不齊,兩條5mm,壓到口緣及上腹",NA,NA,"sand","fine","medium","1,4","fine","cant","有",NA,"外及內底佈煙炱痕,外緣稍有,內腹指壓痕明顯,外腹部一處露胎,部分砂粗",NA,"有腹圍","AT6P0ABD","pre-e","05","P08505796"
"289","KWL","P","P085","L5","796","D","6","pot","257.5","18","129","2.5","2","3.5","4",2.2,"1.6","119",116,"106",103,"149",148,"平唇外翻折,全形可復原","平行紋","平行紋.折線紋","繫痕不齊,兩條5mm,壓到口緣及上腹",NA,NA,"sand","fine","medium","1,4","fine","cant","有",NA,"外及內底佈煙炱痕,外緣稍有,內腹指壓痕明顯,外腹部一處露胎,部分砂粗",NA,"有腹圍","AT6P0C","pre-e","05","P08505796"
"290","KWL","P","P085","L5","803","D","6","steamer","94","腰17","55+","na","na","腰4","4.5",2,"na","na",NA,"腰96, 96",NA,"na",NA,"缺上下罐,餘甑腰及部分下罐","na","菱格紋","na",NA,"腰部無紋,稜格紋僅見一端","sand","fine","medium","2","fine","na",NA,NA,"質地較軟,腰部抹平一圈,部分砂粗",NA,"腹圍不足","AT6P0ABD","pre-e","05","P08505803"
"291","KWL","P","P085","L5","803","D","6","steamer","94","腰17","55+","na","na","腰4","4.5",2,"na","na",NA,"腰96, 96",NA,"na",NA,"缺上下罐,餘甑腰及部分下罐","na","菱格紋","na",NA,"腰部無紋,稜格紋僅見一端","sand","fine","medium","2","fine","na",NA,NA,"質地較軟,腰部抹平一圈,部分砂粗",NA,"腹圍不足","AT6P0C","pre-e","05","P08505803"
"292","KWL","P","P085","L5","817","D","6","pot","136","20","106+","1.5","2.1","3.4","2.5",1.5,"2","105.5",NA,"91",NA,"133",NA,"尖唇略外翻折,器小且薄","折線紋","菱形圓點紋.直行紋.菱形圓點紋.直行紋","繫痕",NA,"菱格中間點也似菱形","sand","fine","medium","1,4","fine","10",NA,NA,"質地軟,內外腹煙炱痕,內腹指壓痕明顯,兩件可組","灰坑1","有腹圍","AT6P0ABD","pre-e","05","P08505817"
"293","KWL","P","P085","L5","817","D","6","pot","136","20","106+","1.5","2.1","3.4","2.5",1.5,"2","105.5",NA,"91",NA,"133",NA,"尖唇略外翻折,器小且薄","折線紋","菱形圓點紋.直行紋.菱形圓點紋.直行紋","繫痕",NA,"菱格中間點也似菱形","sand","fine","medium","1,4","fine","10",NA,NA,"質地軟,內外腹煙炱痕,內腹指壓痕明顯,兩件可組","灰坑1","有腹圍","AT6P0C","pre-e","05","P08505817"
"294","KWL","P","P085","L5","905","D","6","pot or steamer","118","19","99+","2.8","1.8","3","4",3,"2.5","117",107,"106",96,"140",NA,"平唇外翻折,外口土溢,口不平不圓,缺底","折線紋","折線紋","繫痕細多",NA,"腹部僅折線紋","sand","fine","sparse","1,2","fine, laminated","na","部分",NA,"外佈煙炱痕,口緣外稍有,未燒透,泥質,腹部見兩層","灰坑1","有腹圍","AT6P0ABD","pre-e","05","P08505905"
"295","KWL","P","P085","L5","905","D","6","pot or steamer","118","19","99+","2.8","1.8","3","4",3,"2.5","117",107,"106",96,"140",NA,"平唇外翻折,外口土溢,口不平不圓,缺底","折線紋","折線紋","繫痕細多",NA,"腹部僅折線紋","sand","fine","sparse","1,2","fine, laminated","na","部分",NA,"外佈煙炱痕,口緣外稍有,未燒透,泥質,腹部見兩層","灰坑1","有腹圍","AT6P0C","pre-e","05","P08505905"
"296","KWL","P","P085","L5","921","D","6","pot","206","15","108","1.7","2.2000000000000002","3","2.5",1.5,"2","116",115,"98",99,"131",130,"平唇外翻,外口微土溢,器小且薄,器完整","素面","折線紋.直行紋.折線紋.直行紋","繫痕細多,部分印到口緣","g103?","口部表面無紋,折線紋拍壓在直平行紋上","sand","fine","sparse","1,5","fine","cant","部分","圓弧,部分折角","內外佈煙炱痕,色黑,口緣內外皆有,內集中於上口,內底有灰燼殘留,有特殊記載","灰坑1,07",NA,"AT6P0ABD","pre-e","05","P08505921"
"297","KWL","P","P085","L5","921","D","6","pot","206","15","108","1.7","2.2000000000000002","3","2.5",1.5,"2","116",115,"98",99,"131",130,"平唇外翻,外口微土溢,器小且薄,器完整","素面","折線紋.直行紋.折線紋.直行紋","繫痕細多,部分印到口緣","g103?","口部表面無紋,折線紋拍壓在直平行紋上","sand","fine","sparse","1,5","fine","cant","部分","圓弧,部分折角","內外佈煙炱痕,色黑,口緣內外皆有,內集中於上口,內底有灰燼殘留,有特殊記載","灰坑1,07",NA,"AT6P0C","pre-e","05","P08505921"
"298","KWL","P","P086","L2","136","C","2","rim","185","24","61+","5.5","4.5","5","5.5",2.3,NA,"113",111,"96",98,"153+",NA,"平唇厚,製作良好,缺下腹及底","菱格紋","菱格紋.米字紋.菱格紋.米字紋.菱格紋","繫痕細多平直1mm,部分印到口緣",NA,"腹部特殊紋飾, 米字與直行紋似乎同組","sand","fine","medium","4","fine","na",NA,"圓弧","外腹略煙炱痕","11","腹圍不足","AT6P1","ch-con","02","P08602136"
"299","KWL","P","P086","L5","284","C","4","pot","159","15","121","3","2.6","3.5","3.5",2,"2","119",NA,"99",NA,"150",NA,"平唇,外口土溢","木梯紋","木梯紋.折線紋.木梯紋.折線紋","繫痕",NA,"口部模糊,腹部清楚","sand","fine","medium","1,4","fine","7.6",NA,"抹平","內外腹略煙炱痕,內腹指壓痕明顯,底露胎一處","08","有腹圍","AT6P1","post-e","05","P08605284"
"300","KWL","P","P086","L5","310","A","4","pot","40.5","19.5","105+","3.3","2.7","4","4.3",2.6,"2.5","115",NA,"100",NA,"160",NA,"平唇,外口土溢","直行紋","直行紋.豎折線紋","繫痕",NA,NA,"sand","fine","sparse","1,4","fine","na",NA,"稍抹平","內外腹略煙炱痕,內腹指壓痕明顯且集中肩下",NA,"推測","AT6P1","post-e","05","P08605310"
"301","KWL","P","P086","L9","029","A","6","pot","69.5","22","119+","1.5","2","2.5","3",2,"2.5","120",NA,"100",NA,"140",NA,"尖唇外翻,外口微土溢","菱形紋","菱形紋.直行紋.折線紋.直行紋.折線紋.直行紋","繫痕",NA,"菱格小","sand","fine","medium","1","fine","7.8",NA,"圓弧","內外腹略煙炱痕,內腹指壓痕明顯,質地較軟","05","推測","AT6P1","pre-e","09","P08609029"
"302","KWL","P","P087","L2","043","D","2","pot","188.5","19","100+","2.5","4","4.5","5",2,"2.2999999999999998","114",111,"102",99.5,"173",166,"平唇,缺底","直行紋","平行紋.橫菱格紋平行紋.橫菱格紋","繫痕細多部分壓口緣,部分似繩紋",NA,"橫平行紋中偶有細直紋","sand","fine","medium","1,4","fine","na",NA,"圓弧角","內外腹煙炱痕",NA,"有腹圍","AT6P2A","ch-con","02","P08702043"
"303","KWL","P","P087","L2","043","D","2","pot","188.5","19","100+","2.5","4","4.5","5",2,"2.2999999999999998","114",111,"102",99.5,"173",166,"平唇,缺底","直行紋","平行紋.橫菱格紋平行紋.橫菱格紋","繫痕細多部分壓口緣,部分似繩紋",NA,"橫平行紋中偶有細直紋","sand","fine","medium","1,4","fine","na",NA,"圓弧角","內外腹煙炱痕",NA,"有腹圍","AT6P2BCD","ch-con","02","P08702043"
"304","KWL","P","P087","L6","068","B","4","pot","296.5","16","109+","3.5","5","4","5.5",2,"1.8","109",112,"100",101,"153",151,"平唇厚,器厚,全形可復原","直行紋","直行紋.橫菱格紋直行紋.橫菱格紋","繫痕細多,部分印到口緣",NA,NA,"sand","fine","sparse","1","fine","9.4499999999999993",NA,"未抹平","外佈煙炱痕,外口緣稍有,質地較硬,內頸補土,內腹上下各有一圈凸痕,似接合製作的痕跡, 部分砂粗",NA,"有腹圍","AT6P2A","post-e","06","P08706068"
"305","KWL","P","P087","L6","068","B","4","pot","296.5","16","109+","3.5","5","4","5.5",2,"1.8","109",112,"100",101,"153",151,"平唇厚,器厚,全形可復原","直行紋","直行紋.橫菱格紋直行紋.橫菱格紋","繫痕細多,部分印到口緣",NA,NA,"sand","fine","sparse","1","fine","9.4499999999999993",NA,"未抹平","外佈煙炱痕,外口緣稍有,質地較硬,內頸補土,內腹上下各有一圈凸痕,似接合製作的痕跡, 部分砂粗",NA,"有腹圍","AT6P2BCD","post-e","06","P08706068"
"306","KWL","P","P088","L4","057","D","2","pot","261","22","125","4.5999999999999996","3.3","6.5","6",2.6,"2.7","126.5",124,"112",108,"170",NA,"平唇,口微歛,器較厚","平行紋(編織)","菱形紋.木梯紋.菱形紋","繩紋繫痕2mm","g104,許多1mm線條交織","頸部一圈深凹繩紋十分明顯","sand","fine","medium","4","fine","7.2",NA,"圓弧,部分未抹平","外及內底煙炱痕,色黑,外口緣亦黑,質地較硬,內腹指壓痕明顯,有特殊記載",NA,"推測","AT6P3","ch-con","04","P08804057"
"307","KWL","P","P088","L5","049","B","3","rim","89.5","18.5","42+","3.5","3","4.5","5",1.8,NA,"115",111,"100",96,"168",NA,"平唇,缺下腹及底","平行紋(編織)","折線紋.直行紋","繫痕細多深凹",NA,"紋飾模糊, 折線細緻","sand","fine","medium","1","fine","na",NA,"圓弧,部分未抹平","外佈煙炱痕,質地較硬,內緣及肩未抹平,內肩另有局部縱切痕",NA,"腹圍不足","AT6P3","post-e","05","P08805049"
"308","KWL","P","P088","L10","185","B","5","pot or steamer","93.5","20","91+","2.8","2","3","4",2,"1.6","120",NA,"100",NA,"160",NA,"平唇,缺下腹及底","菱格紋","平行紋.折線紋.直行紋.折線紋.直行紋","繫痕細多",NA,"菱格小","sand","fine","sparse","4","fine","na",NA,"圓弧","內外佈煙炱痕,口緣內外也有,內集中上口,內腹指壓痕明顯",NA,"推測","AT6P3","pre-e","10","P08810185"
"309","KWL","P","P089","L2","049","B","2","pot or steamer","55.5","18","88+","2.5","2","3.5","3.5",2.5,"3","110",NA,"104",NA,"160",NA,"平唇,口近直,缺底","平行紋","木梯紋.折線紋.菱格紋","繫痕",NA,"折線紋細緻,菱格大","sand","fine","sparse","1","fine","8.5",NA,"圓弧","外佈煙炱痕,外口緣稍有,質地較硬",NA,"推測","AT6P4AB","ch-con","02","P08902049"
"310","KWL","P","P089","L2","049","B","2","pot or steamer","55.5","18","88+","2.5","2","3.5","3.5",2.5,"3","110",NA,"104",NA,"160",NA,"平唇,口近直,缺底","平行紋","木梯紋.折線紋.菱格紋","繫痕",NA,"折線紋細緻,菱格大","sand","fine","sparse","1","fine","8.5",NA,"圓弧","外佈煙炱痕,外口緣稍有,質地較硬",NA,"推測","AT6P4C","ch-con","02","P08902049"
"311","KWL","P","P089","L2","049","B","2","pot or steamer","55.5","18","88+","2.5","2","3.5","3.5",2.5,"3","110",NA,"104",NA,"160",NA,"平唇,口近直,缺底","平行紋","木梯紋.折線紋.菱格紋","繫痕",NA,"折線紋細緻,菱格大","sand","fine","sparse","1","fine","8.5",NA,"圓弧","外佈煙炱痕,外口緣稍有,質地較硬",NA,"推測","AT6P4D","ch-con","02","P08902049"
"312","KWL","P","P089","L8","035","A","4","base","101.5",NA,"77+",NA,NA,NA,NA,2,"1.5",NA,NA,NA,NA,"139",141,"器薄,缺口及上腹","na","波浪紋.菱格紋.波浪紋","na",NA,"紋飾模糊,似折線又似波浪,菱格帶僅15mm","sand","fine","medium","4","fine","8","na","na","內外佈煙炱痕,內腹指壓痕明顯,餘下半似二半接合製作法","12","有腹圍","AT6P4AB","post-e","08","P08908035"
"313","KWL","P","P089","L8","035","A","4","base","101.5",NA,"77+",NA,NA,NA,NA,2,"1.5",NA,NA,NA,NA,"139",141,"器薄,缺口及上腹","na","波浪紋.菱格紋.波浪紋","na",NA,"紋飾模糊,似折線又似波浪,菱格帶僅15mm","sand","fine","medium","4","fine","8","na","na","內外佈煙炱痕,內腹指壓痕明顯,餘下半似二半接合製作法","12","有腹圍","AT6P4C","post-e","08","P08908035"
"314","KWL","P","P089","L8","035","A","4","base","101.5",NA,"77+",NA,NA,NA,NA,2,"1.5",NA,NA,NA,NA,"139",141,"器薄,缺口及上腹","na","波浪紋.菱格紋.波浪紋","na",NA,"紋飾模糊,似折線又似波浪,菱格帶僅15mm","sand","fine","medium","4","fine","8","na","na","內外佈煙炱痕,內腹指壓痕明顯,餘下半似二半接合製作法","12","有腹圍","AT6P4D","post-e","08","P08908035"
"315","KWL","P","P090","L3","005","A","2","pot","186","22","119","4",NA,"5",NA,3,"3.5","122",NA,"106",NA,"150",NA,"平唇,底近平","直行紋","直行紋.木梯紋.同心圓紋.直行紋","繫痕細多,頸長5mm",NA,"特殊紋飾,紋飾清楚,木梯相接壓印成方格","sand","fine","sparse","4","fine","8.1","內肩明顯","圓弧","外腹略煙炱痕,內腹指壓痕明顯,質地較硬","舊社陶罐03","有腹圍","AT6P5AD","ch-con","03","P09003005"
"316","KWL","P","P090","L3","005","A","2","pot","186","22","119","4",NA,"5",NA,3,"3.5","122",NA,"106",NA,"150",NA,"平唇,底近平","直行紋","直行紋.木梯紋.同心圓紋.直行紋","繫痕細多,頸長5mm",NA,"特殊紋飾,紋飾清楚,木梯相接壓印成方格","sand","fine","sparse","4","fine","8.1","內肩明顯","圓弧","外腹略煙炱痕,內腹指壓痕明顯,質地較硬","舊社陶罐03","有腹圍","AT6P5BC","ch-con","03","P09003005"
"317","KWL","P","P090","L4","081","B","3","pot or steamer","90.5","16.5","86+","3.4","4.4000000000000004","4","4",2.5,"2.5","122",NA,"108.5",NA,"160",NA,"平唇,口微歛,缺底","平行紋","直行紋.菱格紋.平行紋.菱格紋","繫痕細多但不齊","二斜紋似 //,痕繫",NA,"sand","fine","medium","1","fine","na",NA,"圓弧","內外腹佈煙炱痕,色黑,外口緣集中上口,內肩有裂縫疑接合造成,部分砂粗",NA,"推測","AT6P5AD","post-e","04","P09004081"
