"","Site","Context","Pit","Layer","No.","Position","New_Layer","Part","Weight","H_Rim","Hight","Thick1_Rim","Thick2_Rim","Thick1_Neck","Thick2_Neck","Thick1_Body","Thick2_Body","Diameter1_Rim","Diameter2_Rim","Diameter1_Neck","Diameter2_Neck","Diameter1_Body","Diameter2_Body","rim_form","紋飾/口緣","紋飾/腹片","紋飾/其他","特殊記載","紋飾特色","temper","texture","abundence","fireing core","sherd texture","curventure","緣內抹修","內頸","備註","出土說明","腹部","Grid","phase","layer2","filename"
"58","KWL","P","P053","L3","027","A",NA,"rim","79","21","55+","4.3","3.3","5","4",3,"na","125",125,"101",105,"151+",NA,"平唇,缺底","直行紋","直行紋.木梯紋.直行紋.木梯紋","繫痕細多,成4-5.5mm",NA,"紋飾清楚,木梯紋由木梯與正方格組成","sand","fine","sparse","1","fine","na","有","圓弧","外佈煙炱痕,外口亦有,內上腹一圈指壓痕明顯,口頸厚未燒透,質地較硬",NA,"推測","AT3P9AB","ch-con","03","P05303027"
"59","KWL","P","P053","L3","027","A",NA,"rim","79","21","55+","4.3","3.3","5","4",3,"na","125",125,"101",105,"151+",NA,"平唇,缺底","直行紋","直行紋.木梯紋.直行紋.木梯紋","繫痕細多,成4-5.5mm",NA,"紋飾清楚,木梯紋由木梯與正方格組成","sand","fine","sparse","1","fine","na","有","圓弧","外佈煙炱痕,外口亦有,內上腹一圈指壓痕明顯,口頸厚未燒透,質地較硬",NA,"推測","AT3P9C","ch-con","03","P05303027"
"60","KWL","P","P053","L3","027","A",NA,"rim","79","21","55+","4.3","3.3","5","4",3,"na","125",125,"101",105,"151+",NA,"平唇,缺底","直行紋","直行紋.木梯紋.直行紋.木梯紋","繫痕細多,成4-5.5mm",NA,"紋飾清楚,木梯紋由木梯與正方格組成","sand","fine","sparse","1","fine","na","有","圓弧","外佈煙炱痕,外口亦有,內上腹一圈指壓痕明顯,口頸厚未燒透,質地較硬",NA,"推測","AT3P9D","ch-con","03","P05303027"
"61","KWL","P","P053","L3","028","A",NA,"rim","142.5","23","75+","4","4.5","6","5",2,"2","120",NA,"107",NA,"168",NA,"平唇,缺底","直行紋","菱格紋.直行紋.菱格紋.直行紋","繫痕細多",NA,"口緣有拍板印15mm","sand","fine","medium","4","fine","na","有","圓弧","外佈煙炱痕,外口亦有,色黑,內上腹一圈指壓痕明顯,頸有接合痕,口頸厚,質地較硬",NA,"推測","AT3P9AB","ch-con","03","P05303028"
"62","KWL","P","P053","L3","028","A",NA,"rim","142.5","23","75+","4","4.5","6","5",2,"2","120",NA,"107",NA,"168",NA,"平唇,缺底","直行紋","菱格紋.直行紋.菱格紋.直行紋","繫痕細多",NA,"口緣有拍板印15mm","sand","fine","medium","4","fine","na","有","圓弧","外佈煙炱痕,外口亦有,色黑,內上腹一圈指壓痕明顯,頸有接合痕,口頸厚,質地較硬",NA,"推測","AT3P9C","ch-con","03","P05303028"
"63","KWL","P","P053","L3","028","A",NA,"rim","142.5","23","75+","4","4.5","6","5",2,"2","120",NA,"107",NA,"168",NA,"平唇,缺底","直行紋","菱格紋.直行紋.菱格紋.直行紋","繫痕細多",NA,"口緣有拍板印15mm","sand","fine","medium","4","fine","na","有","圓弧","外佈煙炱痕,外口亦有,色黑,內上腹一圈指壓痕明顯,頸有接合痕,口頸厚,質地較硬",NA,"推測","AT3P9D","ch-con","03","P05303028"
"64","KWL","P","P053","L3","080","B",NA,"base","95.5","na","94+","na","na","3","na",2,"2.5","na",NA,"na",NA,"150",NA,"缺口,底近平","na","平行紋.菱格紋.平行紋.菱格紋","繫痕細多",NA,"中腹平行印有菱格,似先菱格後平行","sand","fine","medium","1, 3, 4","fine","7.15",NA,"na","無燒煮使用痕,內腹指壓痕明顯,質地較硬",NA,"推測","AT3P9AB","ch-con","03","P05303080"
"65","KWL","P","P053","L3","080","B",NA,"base","95.5","na","94+","na","na","3","na",2,"2.5","na",NA,"na",NA,"150",NA,"缺口,底近平","na","平行紋.菱格紋.平行紋.菱格紋","繫痕細多",NA,"中腹平行印有菱格,似先菱格後平行","sand","fine","medium","1, 3, 4","fine","7.15",NA,"na","無燒煮使用痕,內腹指壓痕明顯,質地較硬",NA,"推測","AT3P9C","ch-con","03","P05303080"
"66","KWL","P","P053","L3","080","B",NA,"base","95.5","na","94+","na","na","3","na",2,"2.5","na",NA,"na",NA,"150",NA,"缺口,底近平","na","平行紋.菱格紋.平行紋.菱格紋","繫痕細多",NA,"中腹平行印有菱格,似先菱格後平行","sand","fine","medium","1, 3, 4","fine","7.15",NA,"na","無燒煮使用痕,內腹指壓痕明顯,質地較硬",NA,"推測","AT3P9D","ch-con","03","P05303080"
"67","KWL","P","P053","L3","121","C",NA,"pot or steamer","195.5","20","111+","2",NA,"3.5",NA,1.5,NA,"118",NA,"110",NA,"175",NA,"平唇,腹寬而大,缺底",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"外腹略煙炱痕,質地較硬,有特殊記載","05",NA,"AT3P9AB","ch-con","03","P05303121"
"68","KWL","P","P053","L3","121","C",NA,"pot or steamer","195.5","20","111+","2",NA,"3.5",NA,1.5,NA,"118",NA,"110",NA,"175",NA,"平唇,腹寬而大,缺底",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"外腹略煙炱痕,質地較硬,有特殊記載","05",NA,"AT3P9C","ch-con","03","P05303121"
"69","KWL","P","P053","L3","121","C",NA,"pot or steamer","195.5","20","111+","2",NA,"3.5",NA,1.5,NA,"118",NA,"110",NA,"175",NA,"平唇,腹寬而大,缺底",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"外腹略煙炱痕,質地較硬,有特殊記載","05",NA,"AT3P9D","ch-con","03","P05303121"
"70","KWL","P","P053","L5","027","A",NA,"pot or steamer","117","23","76+","3.2","2.2000000000000002","3","3.5",1.5,"na","114",116,"100",93,"168",NA,"平唇,口不平不圓,缺底","平行紋","直行紋.菱格紋.直行紋.菱格紋.直行紋.折線紋","繫痕細多,成4-5.5mm",NA,"紋飾清楚,部分直行紋中有細橫紋","sand","fine","medium","4","fine","na","稍微","圓弧","無燒煮使用痕,內腹指壓痕明顯,質地較硬",NA,"推測","AT3P9AB","post-e","05","P05305027"
"71","KWL","P","P053","L5","027","A",NA,"pot or steamer","117","23","76+","3.2","2.2000000000000002","3","3.5",1.5,"na","114",116,"100",93,"168",NA,"平唇,口不平不圓,缺底","平行紋","直行紋.菱格紋.直行紋.菱格紋.直行紋.折線紋","繫痕細多,成4-5.5mm",NA,"紋飾清楚,部分直行紋中有細橫紋","sand","fine","medium","4","fine","na","稍微","圓弧","無燒煮使用痕,內腹指壓痕明顯,質地較硬",NA,"推測","AT3P9C","post-e","05","P05305027"
"72","KWL","P","P053","L5","027","A",NA,"pot or steamer","117","23","76+","3.2","2.2000000000000002","3","3.5",1.5,"na","114",116,"100",93,"168",NA,"平唇,口不平不圓,缺底","平行紋","直行紋.菱格紋.直行紋.菱格紋.直行紋.折線紋","繫痕細多,成4-5.5mm",NA,"紋飾清楚,部分直行紋中有細橫紋","sand","fine","medium","4","fine","na","稍微","圓弧","無燒煮使用痕,內腹指壓痕明顯,質地較硬",NA,"推測","AT3P9D","post-e","05","P05305027"
"73","KWL","P","P053","L8","295","D",NA,"pot or steamer","62.5","17","84+","2","1.7","2.5","3.5",1.8,"2.2000000000000002","120",NA,"107",NA,"160",NA,"平唇略外翻折,缺底","菱格紋","直行紋.菱格紋.直行紋.菱格紋","繫痕細多平直1mm,部分深",NA,"紋飾清楚","sand","fine","medium","4","fine","7.5","有","圓弧","無燒煮使用痕,內腹有指壓痕",NA,"推測","AT3P9AB","post-e","08","P05308295"
"74","KWL","P","P053","L8","295","D",NA,"pot or steamer","62.5","17","84+","2","1.7","2.5","3.5",1.8,"2.2000000000000002","120",NA,"107",NA,"160",NA,"平唇略外翻折,缺底","菱格紋","直行紋.菱格紋.直行紋.菱格紋","繫痕細多平直1mm,部分深",NA,"紋飾清楚","sand","fine","medium","4","fine","7.5","有","圓弧","無燒煮使用痕,內腹有指壓痕",NA,"推測","AT3P9C","post-e","08","P05308295"
"75","KWL","P","P053","L8","295","D",NA,"pot or steamer","62.5","17","84+","2","1.7","2.5","3.5",1.8,"2.2000000000000002","120",NA,"107",NA,"160",NA,"平唇略外翻折,缺底","菱格紋","直行紋.菱格紋.直行紋.菱格紋","繫痕細多平直1mm,部分深",NA,"紋飾清楚","sand","fine","medium","4","fine","7.5","有","圓弧","無燒煮使用痕,內腹有指壓痕",NA,"推測","AT3P9D","post-e","08","P05308295"
"76","KWL","P","P053","L9","221","C",NA,"pot","300.5","24","114","2","2.5","5","4",3,"2","123.5",128.5,"104",110,"147",153,"平唇略外翻折,底近平,器身厚,全形可復原","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕細多,成3-4.5mm",NA,"紋飾深,典型波浪紋","sand","fine","medium","4","fine","cant","稍微","圓弧","內外腹煙炱痕,外口稍有,內腹有灰燼,腹底二層",NA,"有","AT3P9AB","pre-e","09","P05309221"
"77","KWL","P","P053","L9","221","C",NA,"pot","300.5","24","114","2","2.5","5","4",3,"2","123.5",128.5,"104",110,"147",153,"平唇略外翻折,底近平,器身厚,全形可復原","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕細多,成3-4.5mm",NA,"紋飾深,典型波浪紋","sand","fine","medium","4","fine","cant","稍微","圓弧","內外腹煙炱痕,外口稍有,內腹有灰燼,腹底二層",NA,"有","AT3P9C","pre-e","09","P05309221"
"78","KWL","P","P053","L9","221","C",NA,"pot","300.5","24","114","2","2.5","5","4",3,"2","123.5",128.5,"104",110,"147",153,"平唇略外翻折,底近平,器身厚,全形可復原","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕細多,成3-4.5mm",NA,"紋飾深,典型波浪紋","sand","fine","medium","4","fine","cant","稍微","圓弧","內外腹煙炱痕,外口稍有,內腹有灰燼,腹底二層",NA,"有","AT3P9D","pre-e","09","P05309221"
"79","KWL","P","P053","L10","134","D",NA,"pot","162","18","127","2","2.2000000000000002","3","4",1.5,"1.8","116",NA,"106",NA,"152",NA,"平唇略外翻折,圓身短口","菱格紋","直行紋.菱格紋.直行紋.菱格紋","繫痕平直1mm",NA,"直行紋中有橫細紋","sand","fine","medium","4","fine","8","有","圓弧","無燒煮使用痕,砂細","陶片堆05","推測","AT3P9AB","pre-e","10","P05310134"
"80","KWL","P","P053","L10","134","D",NA,"pot","162","18","127","2","2.2000000000000002","3","4",1.5,"1.8","116",NA,"106",NA,"152",NA,"平唇略外翻折,圓身短口","菱格紋","直行紋.菱格紋.直行紋.菱格紋","繫痕平直1mm",NA,"直行紋中有橫細紋","sand","fine","medium","4","fine","8","有","圓弧","無燒煮使用痕,砂細","陶片堆05","推測","AT3P9C","pre-e","10","P05310134"
"81","KWL","P","P053","L10","134","D",NA,"pot","162","18","127","2","2.2000000000000002","3","4",1.5,"1.8","116",NA,"106",NA,"152",NA,"平唇略外翻折,圓身短口","菱格紋","直行紋.菱格紋.直行紋.菱格紋","繫痕平直1mm",NA,"直行紋中有橫細紋","sand","fine","medium","4","fine","8","有","圓弧","無燒煮使用痕,砂細","陶片堆05","推測","AT3P9D","pre-e","10","P05310134"
"82","KWL","P","P053","L11","010","B",NA,"rim","47.5","22","85+","1.5","2","4","3.7",3,"2.5","120",NA,"97",NA,"147",NA,"平唇外翻折,外口土溢,缺底","菱格紋","折線紋.直行紋.折線紋.直行紋","繫痕不平直",NA,"紋飾細緻,先直後折,口菱格小,寬1.2mm","sand","fine","medium","2","fine","7.45",NA,"圓弧角","內外佈煙炱痕,外口稍有,內腹指壓痕明顯,質地較軟",NA,"推測","AT3P9AB","pre-e","11","P05311010"
"83","KWL","P","P053","L11","010","B",NA,"rim","47.5","22","85+","1.5","2","4","3.7",3,"2.5","120",NA,"97",NA,"147",NA,"平唇外翻折,外口土溢,缺底","菱格紋","折線紋.直行紋.折線紋.直行紋","繫痕不平直",NA,"紋飾細緻,先直後折,口菱格小,寬1.2mm","sand","fine","medium","2","fine","7.45",NA,"圓弧角","內外佈煙炱痕,外口稍有,內腹指壓痕明顯,質地較軟",NA,"推測","AT3P9C","pre-e","11","P05311010"
"84","KWL","P","P053","L11","010","B",NA,"rim","47.5","22","85+","1.5","2","4","3.7",3,"2.5","120",NA,"97",NA,"147",NA,"平唇外翻折,外口土溢,缺底","菱格紋","折線紋.直行紋.折線紋.直行紋","繫痕不平直",NA,"紋飾細緻,先直後折,口菱格小,寬1.2mm","sand","fine","medium","2","fine","7.45",NA,"圓弧角","內外佈煙炱痕,外口稍有,內腹指壓痕明顯,質地較軟",NA,"推測","AT3P9D","pre-e","11","P05311010"
"85","KWL","P","P053","L11","065","D",NA,"pot","115","19","123+","1.7","2.2999999999999998","3.5","3",1.6,"2.2999999999999998","116",NA,"104",NA,"142",NA,"平唇略外翻折","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕細多,成2mm",NA,"紋飾清楚,典型波浪紋","sand","fine","medium","4","fine","8.4499999999999993","有","圓弧角","內外腹煙炱痕,口內外亦有,內集中上口,內腹有灰燼,,內腹指壓痕明顯,腹底二層","陶片堆02","推測","AT3P9AB","pre-e","11","P05311065"
"86","KWL","P","P053","L11","065","D",NA,"pot","115","19","123+","1.7","2.2999999999999998","3.5","3",1.6,"2.2999999999999998","116",NA,"104",NA,"142",NA,"平唇略外翻折","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕細多,成2mm",NA,"紋飾清楚,典型波浪紋","sand","fine","medium","4","fine","8.4499999999999993","有","圓弧角","內外腹煙炱痕,口內外亦有,內集中上口,內腹有灰燼,,內腹指壓痕明顯,腹底二層","陶片堆02","推測","AT3P9C","pre-e","11","P05311065"
"87","KWL","P","P053","L11","065","D",NA,"pot","115","19","123+","1.7","2.2999999999999998","3.5","3",1.6,"2.2999999999999998","116",NA,"104",NA,"142",NA,"平唇略外翻折","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕細多,成2mm",NA,"紋飾清楚,典型波浪紋","sand","fine","medium","4","fine","8.4499999999999993","有","圓弧角","內外腹煙炱痕,口內外亦有,內集中上口,內腹有灰燼,,內腹指壓痕明顯,腹底二層","陶片堆02","推測","AT3P9D","pre-e","11","P05311065"
"88","KWL","P","P053","L11","068","D",NA,"pot","319.5","22","124","2.5","2","4.5","4",2.3,"2.8","124",121,"110",112,"154",NA,"平唇略外翻折,全形可復原","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕部分印口圓",NA,"典型波浪紋","sand","fine","abundent","4","fine","cant",NA,"圓弧","外佈煙炱痕,外口稍微,色黑,腹底二層","陶片堆03","有","AT3P9AB","pre-e","11","P05311068"
"89","KWL","P","P053","L11","068","D",NA,"pot","319.5","22","124","2.5","2","4.5","4",2.3,"2.8","124",121,"110",112,"154",NA,"平唇略外翻折,全形可復原","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕部分印口圓",NA,"典型波浪紋","sand","fine","abundent","4","fine","cant",NA,"圓弧","外佈煙炱痕,外口稍微,色黑,腹底二層","陶片堆03","有","AT3P9C","pre-e","11","P05311068"
"90","KWL","P","P053","L11","068","D",NA,"pot","319.5","22","124","2.5","2","4.5","4",2.3,"2.8","124",121,"110",112,"154",NA,"平唇略外翻折,全形可復原","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕部分印口圓",NA,"典型波浪紋","sand","fine","abundent","4","fine","cant",NA,"圓弧","外佈煙炱痕,外口稍微,色黑,腹底二層","陶片堆03","有","AT3P9D","pre-e","11","P05311068"
"91","KWL","P","P053","L12","024","B",NA,"pot or steamer","30","21.5","90+","2.2999999999999998","1.8","3","3.5",3,"na","117",NA,"105",NA,"150",NA,"平唇略外翻折","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕",NA,"典型波浪紋","sand","fine","medium","4","fine","na","有","圓弧","內外腹略煙炱痕,口腹二層,質地較硬",NA,"推測","AT3P9AB","pre-e","12","P05312024"
"92","KWL","P","P053","L12","024","B",NA,"pot or steamer","30","21.5","90+","2.2999999999999998","1.8","3","3.5",3,"na","117",NA,"105",NA,"150",NA,"平唇略外翻折","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕",NA,"典型波浪紋","sand","fine","medium","4","fine","na","有","圓弧","內外腹略煙炱痕,口腹二層,質地較硬",NA,"推測","AT3P9C","pre-e","12","P05312024"
"93","KWL","P","P053","L12","024","B",NA,"pot or steamer","30","21.5","90+","2.2999999999999998","1.8","3","3.5",3,"na","117",NA,"105",NA,"150",NA,"平唇略外翻折","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕",NA,"典型波浪紋","sand","fine","medium","4","fine","na","有","圓弧","內外腹略煙炱痕,口腹二層,質地較硬",NA,"推測","AT3P9D","pre-e","12","P05312024"
"94","KWL","P","P053","L12","025","B",NA,"pot","51.5","21.5","132+","2","2.2999999999999998","4","4.5",2,"na","116",NA,"105",NA,"140",NA,"平唇略外翻折,口不平","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕細多,成2.5mm",NA,"菱格寬5mm,典型波浪紋","sand","fine","medium","4","fine","na","有","圓弧","內外腹煙炱痕,口內外稍有,色黑,內腹有灰燼",NA,"推測","AT3P9AB","pre-e","12","P05312025"
"95","KWL","P","P053","L12","025","B",NA,"pot","51.5","21.5","132+","2","2.2999999999999998","4","4.5",2,"na","116",NA,"105",NA,"140",NA,"平唇略外翻折,口不平","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕細多,成2.5mm",NA,"菱格寬5mm,典型波浪紋","sand","fine","medium","4","fine","na","有","圓弧","內外腹煙炱痕,口內外稍有,色黑,內腹有灰燼",NA,"推測","AT3P9C","pre-e","12","P05312025"
"96","KWL","P","P053","L12","025","B",NA,"pot","51.5","21.5","132+","2","2.2999999999999998","4","4.5",2,"na","116",NA,"105",NA,"140",NA,"平唇略外翻折,口不平","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕細多,成2.5mm",NA,"菱格寬5mm,典型波浪紋","sand","fine","medium","4","fine","na","有","圓弧","內外腹煙炱痕,口內外稍有,色黑,內腹有灰燼",NA,"推測","AT3P9D","pre-e","12","P05312025"
"97","KWL","P","P053","L12","026","B",NA,"pot","153.5","17","123+","3","2.5","4","5",2.5,"3","122",NA,"108",NA,"140",NA,"平唇,口短","方格紋","直行紋.折線紋.直行紋.折線紋","繫痕細多,成2.5mm",NA,"方格小約1.5mm寬","sand","fine","medium","4","fine","7.8",NA,"圓弧","內外佈煙炱痕,口內外亦有,色黑,內腹指壓痕明顯,內底有灰燼,部分砂粗.質地較軟",NA,"有","AT3P9AB","pre-e","12","P05312026"
"98","KWL","P","P053","L12","026","B",NA,"pot","153.5","17","123+","3","2.5","4","5",2.5,"3","122",NA,"108",NA,"140",NA,"平唇,口短","方格紋","直行紋.折線紋.直行紋.折線紋","繫痕細多,成2.5mm",NA,"方格小約1.5mm寬","sand","fine","medium","4","fine","7.8",NA,"圓弧","內外佈煙炱痕,口內外亦有,色黑,內腹指壓痕明顯,內底有灰燼,部分砂粗.質地較軟",NA,"有","AT3P9C","pre-e","12","P05312026"
"99","KWL","P","P053","L12","026","B",NA,"pot","153.5","17","123+","3","2.5","4","5",2.5,"3","122",NA,"108",NA,"140",NA,"平唇,口短","方格紋","直行紋.折線紋.直行紋.折線紋","繫痕細多,成2.5mm",NA,"方格小約1.5mm寬","sand","fine","medium","4","fine","7.8",NA,"圓弧","內外佈煙炱痕,口內外亦有,色黑,內腹指壓痕明顯,內底有灰燼,部分砂粗.質地較軟",NA,"有","AT3P9D","pre-e","12","P05312026"
"100","KWL","P","P053","L12","027",NA,NA,"pot or steamer","51","20","67+","2.5","2","2.5","3.5",2,"na","114",NA,"100",NA,"150",NA,"平唇略外翻折,外口土溢","菱格紋","菱格紋.波浪紋.菱格紋.波浪紋","繫痕細多,成2mm",NA,"紋飾深,典型波浪紋","sand","fine","medium","4","fine","na",NA,"圓弧","內外佈煙炱痕.內腹有灰燼,部分砂粗",NA,"推測","AT3P9AB","pre-e","12","P05312027"
"101","KWL","P","P053","L12","027",NA,NA,"pot or steamer","51","20","67+","2.5","2","2.5","3.5",2,"na","114",NA,"100",NA,"150",NA,"平唇略外翻折,外口土溢","菱格紋","菱格紋.波浪紋.菱格紋.波浪紋","繫痕細多,成2mm",NA,"紋飾深,典型波浪紋","sand","fine","medium","4","fine","na",NA,"圓弧","內外佈煙炱痕.內腹有灰燼,部分砂粗",NA,"推測","AT3P9C","pre-e","12","P05312027"
